API_Name,Category,Followers,
restdb API,Database,11,
PayTabs API,Payments,20,
Revelator API,Music,7,
LeadFinch API,Email,8,
Admitad API,Advertising,17,
Twilio Pricing API,Telephony,4,
BlockCypher Wallet API,Platform-as-a-Service,11,
BlockCypher Address API,Platform-as-a-Service,4,
Edamam Diet Recommendations API,Food,20,
Payfirma Push API,Payments,2,
Episerver Service API,mmerce,4,
Salesforce Heroku Connect API,Application Development,6,
AutoTagger API,Text,4,
Priava API,Events,6,
Tradable Bits API,Marketing,4,
Patrons Account Information API,Library,2,
Monasca API,Monitoring,4,
ReminderDrop NLP API,lendars,8,
Ditto Photo Reader API,Recognition,17,
OpenLucius API,Social,23,
Picatic API,Events,6,
FastBill API,Accounting,3,
Receptiviti API,Natural Language Processing,11,
Deepomatic API,Images,4,
Zingle API,Messaging,8,
Utility API,Data,11,
Plytix API,Images,5,
NEA Datasets API,Data,6,
Bit6 App API,Backend,3,
hSenid Mobile SMS API,Messaging,3,
Layer Client Websocket API,Messaging,5,
SynapsePay API,Payments,3,
Outbound API,Messaging,12,
Tango Card RaaS API,Rewards,5,
Skyscanner Car Hire API,Travel,12,
ExoClick API,Advertising,4,
MailboxValidator Single Validation API,Email,4,
FAOSTAT Data API,Data,13,
Facebook Pages API,Social,33,
Tyntec API,Messaging,2,
Ontotext S4 News Classifier API,Text,7,
Zoho Inventory API,Inventory,16,
Betfair Exchange API,Gambling,29,
Harpseal API,Monitoring,2,
Facebook Marketing API,Marketing,69,
Wootric API,ustomer Relationship Management,4,
Schema API,mmerce,4,
Tyroo One API,Advertising,1,
Mendix Feedback API,Application Development,1,
Mendix Team Server API,Application Development,1,
giflayer API,Software-as-a-Service,2,
Ola Ride Booking API,Travel,21,
Invoiced API,Invoicing,3,
Ola Ride Availability API,Travel,25,
Ola Ride Estimate API,Travel,12,
ADP Talent API,Enterprise,5,
ADP Tax API,Enterprise,4,
ADP Staffing API,Enterprise,10,
Mapzen API,Mapping,18,
Flowroute API,Voice,4,
ADP Marketplace API,Enterprise,10,
WorldWide Parcel Services API,Shipping,4,
ADP Core API,Enterprise,5,
PKPass API,upons,9,
Gracenote Data Delivery API,Data,2,
Gracenote Rhythm API,Music,4,
Diffbot Video Extraction API,Video,7,
Invoice Generator API,Invoicing,8,
Modernizr API,Browsers,3,
LogoGrab API,Augmented Reality,8,
Riviera Build API,Mobile,3,
Billingbooth API,Billing,3,
Supportkit API,ustomer Relationship Management,7,
Reveal Mobile Audience Insights API,Mobile,5,
MotaWord API,Translation,5,
Postmen API,Shipping,15,
SentiLecto API,Natural Language Processing,33,
Purist-it In-App Chat Support API,hat,2,
Hotelbeds Apitude Booking API,Reservations,20,
Hotelbeds Apitude Cache API,Hotels,10,
Blackjack API,Games,71,
London Tube API,Transportation,6,
Redeem Local Mobile Coupons API,upons,6,
Mopidy Core API,Music,4,
TestFairy REST API,Testing,2,
MetricsBot API,Domains,6,
Google Data Transfer API,Data,10,
FBOpen API,Semantic Web,10,
GO!AppZone API,Application Development,30,
RhoConnect API,Application Development,2,
pwint.ly API,Printing,5,
Harvard Course Planner API,Education,4,
Stripe Relay API,Payments,7,
Teradata DMC API,Marketing,1,
Teamwork Projects API,Project Management,5,
Google Search Analytics API,Search,9,
Full-Archive Search API,Social,8,
MapFruition Demographic Inquiry API,Mapping,9,
Google Cloud Billing API,loud,4,
Nzbplanet API,Data,20,
Apico Messaging API,Messaging,3,
CoverMyMeds Prescriber Systems API,Medicine,10,
DusuPay Merchant API,Financial,8,
Pyrus API,Automation,2,
ZipBooks API,Accounting,4,
Poio API,Language,3,
Verifalia API,Email,4,
Applozic API,Messaging,7,
Finicity Aggregation API,Financial,12,
Angus.ai API,Internet of Things,6,
CricAPI Cricket Score API,Sports,143,
E-Coin Account API,Payments,6,
numverify API,Validation,18,
Google Earth Engine API,Mapping,25,
Hutoma API,Machine Learning,16,
Message Hero SMS API,Telephony,3,
XigniteGlobalHolidays API,Financial,3,
Divit Face API,Recognition,17,
NaturalText API,Natural Language Processing,6,
Freightview API,Logistics,8,
Tapglue API,Software-as-a-Service,6,
Bower API,Developers,12,
XigniteWidgets API,Financial,4,
XigniteGlobalHistorical API,Financial,2,
XigniteNAVs API,Financial,5,
Smaato API,Mobile,23,
CalcFusion API,Integration,6,
Kash API,Payments,4,
Regalii API,Payments,1,
Xfers Reseller API,Payments,5,
Xfers Payout API,Payments,4,
Capillary Technologies API,Engagement,5,
OnBoardIQ API,Human Resources,3,
GrowSumo API,Recommendations,3,
SericaPay API,mmerce,2,
MarketInvoice API,Invoicing,2,
NFL Arrest Data API,Sports,19,
Pearson LearningStudio API,Education,5,
PredictSpring API,Mobile,11,
Blueliv API,Intelligence,2,
Cielo 24 API,Transcription,4,
Vertabelo API,Database,2,
Mozu Event API,mmerce,2,
Mozu Platform API,mmerce,5,
ReliableSite Dedicated Server API,Hosting,3,
Appstax API,Backend,2,
YaaS API,Software-as-a-Service,7,
Besepa API,Payments,2,
Uploadcare JavaScript API,Upload,2,
Minecraft Server API,Games,36,
Byteplant Global Address Verification API,Addresses,3,
Mondo Web hooks API,Banking,10,
MODE API,loud,9,
BitFactura API,Office,2,
Mad Mimi Promotions API,Email,1,
Cyrus Recharge Travel Portal API,Travel,11,
section.io API,ching,3,
RightScale Cloud Analytics API,loud,2,
Bitcodin API,Encoding,2,
Flight API,Marketing,22,
Probe Performance Monitoring API,Performance,2,
Plenigo API,mmerce,6,
EZRentOut API,Rentals,5,
Shotput API,Logistics,5,
Open PermID Entity Search API,Open Data,15,
Hail API,ntent Management,2,
kintone REST API,Application Development,3,
Availity Coverage API,Healthcare,5,
Mozilla Web Audio JavaScript API,Audio,8,
CloudByte ElastiStor REST API,Storage,2,
Cannabis Reports API,Drugs,58,
Contentful Images API,ntent Management,6,
Coub API,Video,68,
WordAi API,Words,23,
MercadoPago API,Business,13,
InPlayer API,mmerce,4,
Google Maps Roads API,Mapping,38,
Authentise Slicing Service API,3D,2,
Kabonky News API,News Services,6,
Glot Snippets API,Encoding,1,
Mythic Spoiler API,Games,4,
NAOqi DCM API,Robots,2,
NAOqi Sensors API,Robots,3,
Zip Code to USEAC API,Government,5,
NAOqi Motion API,Robots,4,
OMDb API,Reference,201,
Sidekick API,Education,8,
Fortytwo SMS Gateway REST API,Messaging,7,
Direct Wines API,Wine,16,
Upwork API,Jobs,30,
Robur Company Financial API,Financial,4,
Check That Bike US API,cling,4,
CV Maker API,Documents,60,
textCavate API,Natural Language Processing,6,
Idilia Semantic Matching API,Intelligence,3,
Idilia Language Graph API,Intelligence,6,
Ticurl API,URL Shortener,5,
CartoDB Maps API,Mapping,6,
minme API,Optimization,5,
Uptime API,Monitoring,2,
DigitalGlobe Maps API,Mapping,24,
SignalFx API,Monitoring,6,
Cloud at Cost API,loud,5,
Crypto Capital API,ptocurrency,3,
adjust KPI Service API,Analytics,4,
jQuery API,Library,8,
Glidera API,ptocurrency,17,
Xamarin Unified API,Backend,3,
National University of Singapore Integrated Virtual Learning Environment API,Learning Management Systems,2,
b-semantic API,Semantics,4,
Metacog API,Education,3,
Opsmatic API,Platform-as-a-Service,2,
Tviso API,Entertainment,14,
Aplos API,Financial,4,
KonaKart Enterprise eCommerce API,mmerce,6,
StatsFC Dugout API,Sports,9,
FundPaas Investor Onboarding API,mpliance,7,
SeniorAdvisor API,Healthcare,85,
RWave API,Recognition,10,
Cognalys API,Verification,10,
Pich Technologies API,Financial,8,
The Home Depot Product API,Products,140,
The Home Depot Store Search API,Search,21,
Sportradar Soccer API,Sports,22,
Sportradar NFL API,Sports,10,
Sportradar Olympics API,Sports,11,
Captchatronix API,ptcha,11,
Act-On SEO API,SEO,4,
Act-On Content API,ntent,3,
Act-On Email Campaign API,mpaigns,2,
Sportradar NCAA Women's Basketball API,Sports,3,
Sportradar Content API,Sports,1,
Sportradar NBA API,Sports,27,
Data Sports Group API,Sports,10,
Sportradar WNBA API,Sports,3,
SendCloud API,Shipping,105,
qx.Mobile API,Mobile,5,
Sportradar Live Images API,Sports,0,
Sportradar NHL API,Sports,4,
Captcha Bot Detect API,ptcha,11,
Sportradar MLB API,Sports,22,
Lifepoint Medical Necessity Validation API,Healthcare,4,
National Agricultural Statistics Service VegScape API,Agriculture,7,
Quick Email Verification API,Email,6,
Minute API,Video,3,
Point Cloud Library API,3D,6,
Rithmio API,Gestures,11,
2Captcha API,ptcha,68,
Key Captcha API,ptcha,13,
Personalizer API,ustomization,4,
UC Berkeley CoolClimate API,limate,5,
Active Campground API,Fitness,8,
IBM Watson Natural Language Classifier API,Natural Language Processing,14,
Cognition Cockpit API,Products,3,
Bugsnag Errors API,Tools,3,
Bugsnag Events API,Tools,2,
Burning Soul WhoIs API,Domains,2,
Bugsnag Users API,Tools,2,
Burning Soul GeoIP API,Location,2,
JustVisual Adoptable Pet API,Recognition,10,
Burning Soul Moon API,Science,10,
Unofficial Instructables API,Education,8,
Google Resource Manager RPC API,API Management,4,
BeaconsInSpace API,Location,8,
Cantus API,Music,7,
GSA SAM API,Government,7,
Tropo Rest API,Messaging,5,
Kvstore API,Storage,3,
Terracycle API,Environment,6,
Amazon Gateway API,API,31,
Qlik Sense API,Visualizations,10,
AMS Prediction API,Predictions,18,
Neura API,Internet of Things,2,
Better Doctor API,Health,10,
dotCMS API,ntent Management,3,
Sentdex API,Analytics,14,
Sentiment Analysis Spanish API,Natural Language Processing,4,
WebGL API,3D,6,
Sift API,Email,7,
Auth0 API,Identity,14,
Blockchain Data API,Payments,12,
WritePath Translation API,Translation,2,
Microsoft Dynamics CRM Web API,ustomer Relationship Management,19,
Apixu API,Weather,110,
Google Cloud Resource Manager REST API,API Management,2,
SnapCard API,ptocurrency,5,
Happy Apps API,Monitoring,2,
Clearbit Logo API,Business,8,
Windows Azure Machine Learning Recommendations API,Machine Learning,17,
Microsoft Graph API,Aggregation,35,
Hilenium API,Marketing,3,
Domino API,Analytics,6,
Flask API,API,11,
John Deere Logistics API,Logistics,3,
John Deere Machine API,Data,4,
Language Tool API,Language,19,
Ethnio Partner API,Surveys,1,
Envoy API,Office,7,
SocialInviter Friends Inviter API,Social,14,
SocialInviter Contact Importer API,ntacts,7,
Autopilot API,Marketing,4,
TCS Cloud Messaging Center API,Messaging,8,
Punry API,Tools,6,
MailHops API,Email,6,
Yammer OG Sample Activities API,Social,3,
Yammer OG Embed.ly API,Metadata,2,
Yammer OG Delivery API,Activity Streams,2,
Yaware.TimeTracker API,Time Tracking,4,
Attic PDF Converter API,PDF,6,
Vault API,Security,2,
PromisePay API,Payments,4,
Localytics Query API,Analytics,5,
Unofficial Google Cloud Print API,Printing,4,
Spotify Echo Nest Remix API,Music,13,
ACRCloud API,Recognition,28,
Internet Game Database API,Games,34,
BlockCypher Transaction API,ptocurrency,6,
Mozilla Canvas API,Graphics,11,
EdX Profile Images API,Education,2,
Mozilla WebVR API,Augmented Reality,10,
Yammer Data Export API,Data,6,
Amazon Mobile Ads API,mmerce,8,
WHMCS API,Hosting,7,
Attendify API,Events,10,
Vatlayer API,Financial,4,
IAmReal Social Validation API,Identity,6,
IAmReal SMS Validation API,Validation,5,
Screenshotlayer API,Screenshots,6,
ThingPark API,Internet of Things,8,
How-Old.net API,Recognition,152,
Lavu API,Restaurants,14,
LeadSift Consumers Insights API,Social,4,
Netra API,Images,10,
Talkdesk API,ustomer Service,3,
Proxem Ontology-Based Topic Detection API,Natural Language Processing,8,
Vinli API,Auto,43,
FullContact Company API,ntacts,8,
MixerFactory Render API,Video,5,
Clef API,Authentication,5,
Instart Logic API,ntent Management,3,
World Population API,Demographics,169,
Vbout API,Marketing,4,
W3C Contacts Manager API,ntacts,2,
LaunchDarkly API,Application Development,2,
BrainCert Virtual Classroom API,Education,10,
Intuit Payments API,Payments,10,
Usabilla API,Feedback,2,
Office 365 User Photo API,Photos,4,
Office 365 Sync a Calendar View API,lendars,5,
Tenon.io API,Accessibility,3,
Tgos Maps API,Mapping,6,
Axosoft API,Project Management,2,
Uplette API,Advertising,1,
Genius API,Annotations,19,
Google Multi-Channel Funnels Reporting API,Reporting,7,
Workflow API,Tasks,17,
Semantics3 Push API,mmerce,7,
CyanogenMod API,Tools,4,
Replicated Backup API,Software-as-a-Service,4,
Global Caché API,Networking,3,
Gogobot Search API,Travel,11,
Replicated License API,Software-as-a-Service,3,
RealMassive API,Real Estate,9,
Breezy HR API,Human Resources,6,
Automile API,Auto,6,
Containership Applications API,Hosting,2,
XAPI API,loud,2,
Unloq API,Authentication,2,
PyImageSearch Web API,Images,9,
ShapeShift API,ptocurrency,132,
Docker Remote API,Application Development,4,
Docker Registry API,Application Development,5,
ShepHertz App42 Cloud Review/Rating API,Application Development,2,
ShepHertz App42 Cloud Custom Code API,loud,2,
ShepHertz App42 Cloud Gaming API,Games,4,
Orange Beacon API,Bluetooth,5,
Dexterity GIVE API,harity,5,
Knowvent API,Notifications,2,
ShepHertz App42 Cloud Recommendation API,loud,2,
CallDirek API,Telephony,8,
Typeform I/O API,Forms,5,
Google Chromecast Android API,Entertainment,5,
ShepHertz App42 Cloud Logging API,loud,1,
ShepHertz App42 Cloud Catalogue API,logs,2,
Sunlight Real-Time Federal Campaign Finance API,Government,5,
Forte API,Payments,20,
ShepHertz App42 Cloud Image Processor API,Images,4,
Open Addresses UK Sorting Office API,Addresses,3,
ShepHertz App42 Cloud Push Notification API,Notifications,3,
ShepHertz App42 Cloud Message/Queue API,Messaging,2,
ShepHertz App42 Cloud App Analytics API,Analytics,2,
ShepHertz App42 Cloud Geo Spatial API,loud,4,
Orange Wifi Locator API,Wi-Fi,5,
Orange Identity API,Identity,2,
Yandex Safe Browsing API,Browsers,3,
Twinword Text Analysis Bundle API,Text,6,
Twinword Word Associations API,Text,10,
Lottorisq API,Gambling,10,
AlchemyAPI Microformats Parsing API,Tools,1,
AlchemyAPI Image Link Extraction API,Tools,2,
CoinMate.io API,Bitcoin,3,
Float API,Scheduling,16,
Yandex Post Office API,mpaigns,1,
AlchemyAPI Authors Extraction API,Natural Language Processing,5,
Yandex Market API,Marketplace,4,
AlchemyAPI Keyword Extraction API,Intelligence,11,
AlchemyAPI Entity Extraction API,Tools,2,
AlchemyAPI Sentiment Analysis API,Sentiment,7,
Dialogfeed XML Social Aggregator API,Social,3,
Intrinio Stock API,Financial,18,
Microsoft Outlook API,Email,35,
Whiplash API,mmerce,5,
Microsoft Project Oxford Speech API,Voice,11,
Owler API,Business,28,
Private.Me API,Security,5,
Dextro API,Streaming,11,
Google Container Engine API,Application Development,5,
Neocities API,ntent Management,8,
W3C Clipboard API,Tools,2,
Open Addreses UK Search API,Addresses,4,
VineOS Commercial Invoice API,mmerce,2,
Plivo Call Play API,Voice,3,
Plivo Conference Record API,Voice,1,
Plivo Message API,Messaging,3,
Plivo Recording API,Telephony,1,
Serials Solutions Summon Search API,Library,2,
Plivo Account API,Telephony,2,
Plivo Application API,Telephony,1,
Plivo Number API,Telephony,1,
Plivo Conference Member API,Teleconferencing,0,
Plivo Call Record API,Voice,3,
Katana Analytics API,Analytics,3,
EBSCO Discovery Service API,Search,3,
AT&T Mobile Identity API,Security,7,
Jenkins Authentication Token API,Authentication,3,
Geobytes Get City Details API,Geography,15,
W3C Quota Management API,Storage,3,
Cdiscount API,mmerce,18,
Fleet Genius API,ERP,7,
National Nutrient Database API,Food,62,
Video Thumbnail Maker API,Images,41,
Geobytes GeoDirection API,Geography,5,
MapmyIndia Map Image API,Mapping,5,
Scrape Website Email API,Extraction,13,
Optimal Booking API,Hotels,12,
Spree StoreFront Line Items API,mmerce,1,
NuoDB API,Database-as-a-Service,3,
PayWhirl API,Payments,6,
VineOS Product Catalog Import API,mmerce,4,
MapmyIndia Reverse Geocoding API,Mapping,2,
AddThis Smart Layers API,Tools,3,
Babelfly API,Sentiment,56,
MapmyIndia Maps API,Mapping,6,
Accusoft Cloud Services API,Documents,5,
Myfox API,Home Automation,7,
Hotel WiFi Test API,Hotels,9,
Spree StoreFront Stock Movements API,mmerce,1,
Spectra Logic DS3 API,Storage,1,
Konekt API,Internet of Things,3,
Peach Payments API,Payments,9,
Flowplayer Drive API,Video,3,
BitPagos API,Bitcoin,13,
Medicast API,Medical,9,
InPay - Bitcoin Payment Processor API,Bitcoin,6,
Infogr.am API,Graphics,7,
METHIS API,Software-as-a-Service,1,
Spree StoreFront Product Properties API,mmerce,3,
OrgHunter Charity API,harity,6,
Atlassian Confluence SPM API,llaboration,6,
Spree StoreFront Summary API,mmerce,1,
Spree StoreFront Stock Locations API,mmerce,1,
Spree StoreFront Return Authorizations API,mmerce,1,
Spree StoreFront Address API,mmerce,2,
Statista Media API,Statistics,10,
Riskified API,mmerce,4,
Geobytes GeoIf API,Geography,3,
Spree StoreFront Orders API,mmerce,1,
dat REST API,Data,5,
EdX Course Structure API,Education,10,
EdX User API,Education,3,
FaceAffinity API,Recognition,11,
RBMTV V5 Media Engine API,Encoding,3,
Rackspace Cloud Neutron API,loud,3,
Object RTC API,WebRTC,4,
Google Partners API,Advertising,4,
Submitia Captcha Solver API,ptcha,14,
neighbourhood API,Demographics,39,
Seldon OAuth API,Authentication,2,
Seldon REST API,Predictions,2,
Konnect Again API,Education,2,
DroneKit API,Application Development,13,
HubSpot Email Events API,Email,3,
Accurate Background API,Human Resources,13,
